Castaway	Job	URL	Episode title	Book	Luxury	Favourite track	Presenter	Date first broadcast	Time first broadcast	Artist 1	Song 1	Artist 2	Song 2	Artist 3	Song 3	Artist 4	Song 4	Artist 5	Song 5	Artist 6	Song 6	Artist 7	Song 7	Artist 8	Song 8
T R Robinson		https://www.bbc.co.uk/programmes/p009y52y	T R Robinson	Volume of illustrations of the English countryside	Marine chronometer	Trumpet Concerto in E Flat by Franz Joseph Haydn	Roy Plomley	1963-12-02	13:40	Ottorino Respighi	Ancient Airs and Dances Suite No. 1 - 2nd movement	Joseph Haydn	Trumpet Concerto in E flat major	Antonín Dvořák	Symphony No. 9 in E minor 'From the New World'	Franz Schubert	Ave Maria (Ellens Gesang III), D839	George Frideric Handel/Beecham	The Gods Go a-Begging - Hornpipe	Country Dance Players	Jack's Maggot	King's College Chapel Choir	The Infant King	Queen’s Hall Light Orchestra	The Old Clockmaker
Ron Grainer		https://www.bbc.co.uk/programmes/p009y531	Ron Grainer	Techniques and Civilization by Louis Mumford	Flame opal	Spring Season by Ravi Shankar	Roy Plomley	1963-11-25	13:40	New York Pro Musica	The Play of Daniel Overture	Johann Sebastian Bach	Brandenburg Concerto No. 4 In G major	Johannes Brahms	Piano Quintet in F minor	Claude Debussy	Green (from Ariettes Oubliees)	Maurice Ravel	La flûte enchantée (from Schéhérazade)	Igor Stravinsky	Symphonies of Wind Instruments	Ravi Shankar	Spring Season	Charlie Parker's Reboppers	Flamenco Sketches
Gordon Pirie		https://www.bbc.co.uk/programmes/p009y534	Gordon Pirie	Gray's Anatomy	Motor car	The Very Thought of You by Norrie Paramor and his Orchestra	Roy Plomley	1963-11-18	13:40	Norrie Paramor & His Orchestra	The Very Thought of You	Edward Elgar	Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory'	Nina & Frederik	Bei Mir Bist du Schon	Caterina Valente	El Cumbanchero	Jacques Offenbach	Barcarolle (from Tales of Hoffman)	Édith Piaf	Non, Je Ne Regrette Rien	Petula Clark	Chariot	Claude Debussy/Stokowski	Clair de lune (from Suite bergamasque)
Stephen Potter		https://www.bbc.co.uk/programmes/p009y537	Stephen Potter	Book about sea birds and waders	Field glasses	String Quartet in C Minor (Opus 18 No 4) by Ludwig van Beethoven	Roy Plomley	1963-11-11	13:40	Edward Elgar	The Wand of Youth Suite No. 2 - March	Arthur Sullivan	A British tar is a soaring soul (from HMS Pinafore)	Ludwig van Beethoven	String Quartet No. 4 in C minor, Op. 18/4	Igor Stravinsky	The Shrovetide Fair (from Petrushka)	Johann Sebastian Bach	Concerto for Two Violins in D minor	Fred Astaire	Top Hat, White Tie and Tails	Johann Sebastian Bach	Toccata, Adagio and Fugue in C Major	Francis Poulenc	Les Biches (finale)
Joan Bennett		https://www.bbc.co.uk/programmes/p009y53l	Joan Bennett	My Family and Other Animals by Gerald Durrell	Suntan lotion	Chi il bel Sogno di Doretta (from La Rondine) by Giacomo Puccini	Roy Plomley	1963-11-04	13:40		You're the Top	Giacomo Puccini	Chi il bel sogno di Doretta (from La Rondine)	Harry Belafonte	The Banana Boat Song		The Road to Morocco	Anthony Newley	Gonna Build a Mountain		My Romance	Sammy Davis Jr	Thou Swell	John Raitt	If I Loved You
Patrick Moore		https://www.bbc.co.uk/programmes/p009y543	Patrick Moore	The Norton Star Atlas	Telescope	Bad'ner Mad'ln Waltz by Karel Komzák	Roy Plomley	1963-10-28	13:40	Jean Sibelius	At the Castle Gate (from Pelleas and Melisande)	Edvard Grieg	Piano Concerto in A Minor	Arthur Sullivan	Princess Ida Overture	Josef Strauss	Dynamiden Waltz		Etude in C minor, Op. 10/12 'Revolutionary'	Edvard Grieg	Homage March (from Sigurd Jorsalfar)	Karel Komzák II	Bad'ner Mad'ln Waltz	Peter Ilyich Tchaikovsky	Symphony No. 7 in E flat major
Admiral Sir Michael Maynard Denny		https://www.bbc.co.uk/programmes/p009y54l	Admiral Sir Michael Maynard Denny	The Ship by Limberg	Binoculars	Royal Entrance into Westminster Abbey and Greeting 'Vivat, Vivat' by Coronation of HM Queen Elizabeth II	Roy Plomley	1963-10-21	13:40	Coronation of HM Queen Elizabeth II	Royal Entrance into Westminster Abbey and Greeting 'Vivat, Vivat'	Antonín Dvořák	Symphony No. 9 in E minor 'From the New World'	Amilcare Ponchielli	Dance of the Hours (from La Gioconda)	Peter Ilyich Tchaikovsky	Nutcracker ballet - Act  2 Pas de deux	Gustav Mahler	Um Mitternacht (from Rückert-Lieder)	Charles Gounod	Le sommeil de Juliette (from Romeo and Juliet)	Camille Saint‐Saëns	Symphony No. 3 in C minor 'Organ'	Edward Elgar	"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"""
Norman Shelley		https://www.bbc.co.uk/programmes/p009y555	Norman Shelley	The Wind in the Willows by Kenneth Grahame	Painting materials	Jesu, Joy Of Man's Desiring by Johann Sebastian Bach	Roy Plomley	1963-10-19	13:40	Claude Debussy	Syrinx	Otto Nicolai	The Merry Wives of Windsor Overture	Paul Robeson	Steal Away	Ludwig van Beethoven	Symphony No. 3 in E flat major 'Eroica'	Norman Shelley & David Davis	Three Cheers for Pooh	Felix Mendelssohn	A Midsummer Nights Dream Overture	John Gay	Would I Might Be Hanged (The Beggar's Opera)	Johann Sebastian Bach	Jesu, Joy of Mans Desiring from Cantata BWV 147
Pat Moss		https://www.bbc.co.uk/programmes/p009y55s	Pat Moss	James Bond novels by Ian Fleming	Bed	Pepito by Los Machucambos	Roy Plomley	1963-10-14	13:40	Los Machucambos	Pepito	Nat King Cole	These Foolish Things	Keely Smith	There Will Never Be Another You	Charles Gounod	Ave Maria	Ray Conniff and His Orchestra	Easy to Love	Johnny Mathis	Misty	Marino Marini ed il suo Quartetto	Quando Quando Quando
Bernard Cribbins		https://www.bbc.co.uk/programmes/p009y56f	Bernard Cribbins	Tarka The Otter by Henry Williamson	Michelangelo's Pieta	Lever du Jour (from Daphnis and Chloe) Suite No 2 by Maurice Ravel	Roy Plomley	1963-10-07	13:40	Fats Waller	My Very Good Friend the Milkman	Frank Lee's Tara Ceilidh Orchestra	The Flogging Reel	Maurice Ravel	Daphnis and Chloe -Daybreak	Judy Garland	Come Rain or Come Shine	Hoagy Carmichael	Skylark	Odetta	Saro Jane	Johann Sebastian Bach/Segovia	Gavotte from Partita in E Major for Unaccompanied Violin	The Goons	Dishonoured
Group Captain Leonard Cheshire		https://www.bbc.co.uk/programmes/p009y571	Group Captain Leonard Cheshire	Breviary	Photograph of the face on the Holy Shroud at Turin	Christus Factus Est by Choir of the Carmelite Priory, London	Roy Plomley	1963-09-30	13:40	Bing Crosby	Red Sails in the Sunset	Claude Debussy	Clair de lune (from Suite bergamasque)	Leslie Ross Singers	Waltzing Matilda	Royal Albert Hall Choral Society	Silent Night, Holy Night	Ravi Shankar	Rapuk Tal	Ron Goodwin and His Concert Orchestra	Elizabethan Serenade	Choir of the Carmelite Priory, London	Christus Factus Est	Choir of the Institute of St Gregory, Lyon	Salve Regina
Norman del Mar		https://www.bbc.co.uk/programmes/p009y57k	Norman del Mar	Le Petit Larousse Illustre	Piano	Symphony No 9 by Ludwig van Beethoven	Roy Plomley	1963-09-16	13:40	Johann Sebastian Bach	Mass in B minor - Et in unum Dominum		Die Walküre Act 3	Ludwig van Beethoven	Symphony No. 9 in D minor 'Choral'	Richard Strauss	Orest! Wer bist denn du? (from Elektra)		String Quartet No. 3	Giuseppe Verdi	Quel viso santo (from Otello)	Pierre Boulez	Le marteau sans maître	Michael Flanders and Donald Swann	A Transport of Delight
Raymond Baxter		https://www.bbc.co.uk/programmes/p009y585	Raymond Baxter	Encyclopaedia Britannica	Rodin's Danae	Violin Concerto No 1 in G Minor by Max Bruch	Roy Plomley	1963-09-09	13:40	The Dave Brubeck Quartet	Some Day My Prince Will Come	Edward Elgar	Enigma Variations	Mugsy Spanier's Ragtimers	The Darktown Strutters Ball	Hubert Parry	I Was Glad	Jean Sibelius	Symphony No. 5 in E flat major	The Goons	Tales of Men's Shirts	Sergey Rachmaninov	Piano Concerto No. 2 in C minor	Max Bruch	Violin Concerto No. 1 in G minor
Sophie Tucker		https://www.bbc.co.uk/programmes/p009y58n	Sophie Tucker	The Conversion of Charlie Cohen by Herbert Tarr	Make-up	The Garden of Eden by Frankie Vaughan	Roy Plomley	1963-09-02	13:40	Eydie Gormé	Blame it on the Bossa Nova	Lena Horne	The Surrey with the Fringe on Top	Shirley Bassey	As Long As He Needs Me	Frank Sinatra	The Second Time Around	Frankie Vaughan	The Garden of Eden	Cliff Richard	Bachelor Boy	Tommy Steele	Cannibal Pot	Sophie Tucker	Some of These Days
Dr Reginald Jacques		https://www.bbc.co.uk/programmes/p009y594	Dr Reginald Jacques	The Nine Tailors and Busman's Honeymoon by Dorothy L Sayers	Music manuscript paper and pencils	Oh Man, Thy Grievous Sin Bemoan (from St Matthew Passion) by Johann Sebastian Bach	Roy Plomley	1963-08-26	13:40	Johann Sebastian Bach	Cantata No. 82: Ich habe genug	Wolfgang Amadeus Mozart	Symphony No. 41 in C major 'Jupiter'	Edward Elgar	Cockaigne Overture	Johann Sebastian Bach	St Matthew Passion - O Mensch, bewein' dein' Sünde gross	Johann Sebastian Bach	St Matthew Passion - Erbarme dich	Frederick Delius	On Hearing the First Cuckoo in Spring	Arthur Sullivan	A more humane Mikado (from The Mikado)	Ralph Vaughan Williams	Symphony No. 1 'Sea Symphony'
Scobie Breasley		https://www.bbc.co.uk/programmes/p009y59l	Scobie Breasley	Encyclopaedia	Golf clubs and balls	Don't Fence Me In by Bing Crosby & The Andrews Sisters	Roy Plomley	1963-08-24	13:40	Count Basie and His Orchestra	It Had to Be You	Leslie Ross Singers	Tie Me Kangaroo Down, Sport	Maurice Chevalier	Did You Ever See a Dream Walking?	Bing Crosby & The Andrews Sisters	Don't Fence Me In	Erika Feldman & Heidi Benz	In Heimatstil	Joni James	Too Young	Raymond Glendenning	Commentary of the Finish of the 1949 Derby	Hawaiian Islanders	Aloha Oe
Graham Hill		https://www.bbc.co.uk/programmes/p009y59q	Graham Hill	Volume of short stories by Ernest Hemingway	Armchair	Over the Rainbow by Judy Garland	Roy Plomley	1963-08-19	13:40	Judy Garland	Over the Rainbow	Chris Barber's Jazzband	When the Saints Go Marching In	Julie Andrews	Wouldn't It Be Loverly?	Jean Sibelius	Finlandia	Nat King Cole	Let There Be Love		Nocturne in E flat major, Op. 9/2	Eton College Musical Society	Eton Boating Song	Tony Hancock and Company	The Blood Donor (from Hancock's Half Hour)
Sir Charles MacLean		https://www.bbc.co.uk/programmes/p009y59x	Sir Charles MacLean	Volumes of The Illustrated London News	Piano	Symphony No 5 in F Minor (Toccata) by Charles Marie Widor	Roy Plomley	1963-08-12	13:40	Flanagan and Allen	Underneath The Arches	Felix Mendelssohn/Cummings	Hark! The herald angels sing	Felix Mendelssohn	The Hebrides Overture (Fingal's Cave)	Massed Pipers of the Scots Guards	The Fiddler's Joy / Johnny MacDonald	The Gang	Sail Your Dreamboat	Charles‐Marie Widor	Toccata (from Organ Symphony No. 5 in F minor)	Danny Kaye	Anywhere I Wander	unknown	God Save the Queen
Ian Fleming		https://www.bbc.co.uk/programmes/p009y5b3	Ian Fleming	War and Peace in German by Leo Tolstoy	Typewriter and paper	The Darktown Strutters Ball by Joe Fingers Carr	Roy Plomley	1963-08-05	13:40	“Whispering” Jack Smith	Cecilia	The Revellers	Dinah	Édith Piaf	La Vie en Rose	The Ink Spots	If I Didn't Care	Rosemary Clooney	This Ole House	Billy Vaughn	Theme from A Summer Place	Anton Karas	Harry Lime Theme (The Third Man)	Joe “Fingers” Carr	The Darktown Strutters Ball
Carleton Hobbs		https://www.bbc.co.uk/programmes/p009y5b6	Carleton Hobbs	The Forsyte Saga by John Galsworthy	Radio receiver	C'est Le Destin Peut-Etre by Oscar Straus	Roy Plomley	1963-07-27	13:40	The Royal Artillery Band	The Royal Artillery Slow March	Violet Loraine & George Robey	If You Were the Only Girl in the World	Fritz Kreisler	Londonderry Air (Danny Boy)	Modest Mussorgsky	I have attained the highest power (from Boris Godunov)	Oscar Straus	C'est le destin peut-être (from The Three Waltzes)	Leslie “Hutch” Hutchinson	Begin the Beguine	Oscar Straus	Jede Frau hat irgend eine Sehnsucht	Arthur Sullivan	When a wooer goes a-wooing (from The Yeomen of the Guard)
Vivienne		https://www.bbc.co.uk/programmes/p009y5b9	Vivienne	Alice in Wonderland by Lewis Carroll	Painting materials	Meditation (from Thais) by Jules Massenet	Roy Plomley	1963-07-22	13:40	Jules Massenet	Méditation (from Thaïs)	Giacomo Puccini	In questa Reggia (from Turandot)	Coronation of HM Queen Elizabeth II	Royal Entrance into Westminster Abbey and Greeting 'Vivat, Vivat'	Frederick Delius	The Walk to the Paradise Garden (from A Village Romeo and Juliet)	Giacomo Puccini	Vissi d'arte (from Tosca)	Leslie “Hutch” Hutchinson	These Foolish Things	Ludwig van Beethoven	Violin Concerto in D Major	Franz Liszt	Liebesträum No. 3 in A flat major
Geraint Evans		https://www.bbc.co.uk/programmes/p009y5bj	Geraint Evans	Anthology of 20th century verse	Mouth organ	Aberystwyth by Massed Welsh Choirs	Roy Plomley	1963-07-15	13:40		Die Meistersinger von Nürnberg Overture	Dylan Thomas	Under Milk Wood	Richard Strauss	Marie Theres'! Hab' mir's gelobt (Act 3 Trio) (from Der Rosenkavalier)	Georges Guétary	Ma Belle Marguerite	Giuseppe Verdi	La traviata Prelude to Act 1	Tommy Steele	Little White Bull	Massed Welsh Choirs	Aberystwyth	Wolfgang Amadeus Mozart	The Marriage of Figaro Overture
Ken Dodd		https://www.bbc.co.uk/programmes/p009y5by	Ken Dodd	Dictionary	Tea	The Floral Dance by Peter Dawson	Roy Plomley	1963-07-13	13:40	Peggy Lee	The Folks Who Live on the Hill	Pacemakers	How Do You Do It?	Peter Dawson	The Floral Dance		Fantaisie-Impromptu in C sharp minor, Op. 66	Al Jolson	My Mammy	Richard Heuberger	Im Chambre Separee (from Der Opernball)	Frank Sinatra	Our Love is Here to Stay	Beniamino Gigli	O Sole Mio
Juliette Greco		https://www.bbc.co.uk/programmes/p009y5cb	Juliette Greco	Atlas	Writing materials	Eine kleine Nachtmusik by Wolfgang Amadeus Mozart	Roy Plomley	1963-07-08	13:40	Wolfgang Amadeus Mozart	Serenade No. 13 in G major 'Eine kleine Nachtmusik'	Tony Bennett	I Wanna Be Around	Wolfgang Amadeus Mozart	Piano Concerto No. 23 in A major	Billie Holiday	You've Changed	Charlie Parker's Reboppers	Will o' the Wisp	The Dave Brubeck Quartet	Oh, Susannah	Johann Sebastian Bach	Jesu, Joy of Mans Desiring from Cantata BWV 147	Ludwig van Beethoven	Symphony No. 7 in A major
Boyd Neel		https://www.bbc.co.uk/programmes/p009y5cr	Boyd Neel	Alice in Wonderland by Lewis Carroll	Whisky	Spring (from Two Elegiac Melodies) by Edvard Grieg	Roy Plomley	1963-07-01	13:40		Die Meistersinger von Nürnberg Act 3 Prelude	Franz Schubert	Piano Sonata No. 21 in B flat major, D960	Wolfgang Amadeus Mozart	Sinfonia Concertante in E Flat Major	Benjamin Britten	Variations on a Theme of Frank Bridge	Ludwig van Beethoven	String Quartet No. 16 in F major, Op. 135	Richard Strauss	Marie Theres'! Hab' mir's gelobt (Act 3 Trio) (from Der Rosenkavalier)	Rochester Philharmonic Orchestra	The Irish Washerwoman	Edvard Grieg	Last Spring (from Two Elegiac Melodies, Op. 34)
Beryl Reid		https://www.bbc.co.uk/programmes/p009y5d5	Beryl Reid	The World Encyclopaedia of Cookery	Lipsticks	Summer Night on the River by Frederick Delius	Roy Plomley	1963-06-24	13:40	Ella Fitzgerald	Ev'ry Time We Say Goodbye	George Frideric Handel	I know that my Redeemer liveth (from Messiah)	Irene Handl & Peter Sellers	Shadows on the Grass	Frank Sinatra	Kiss Me Again	Frederick Delius	Summer Night on the River	Jimmy Durante	I'm the Guy Who Found the Lost Chord	Giacomo Puccini	Nessun dorma	Johann Sebastian Bach	Orchestral Suite No. 3 in D major
Joe Loss		https://www.bbc.co.uk/programmes/p009y5ds	Joe Loss	Selection of personal letters	Radio receiver	Kol Nidrei by Jan Peerce	Roy Plomley	1963-06-17	13:40	Glenn Miller Orchestra	Moonlight Serenade	Bing Crosby & Louis Armstrong	Now You Has Jazz	Claude Debussy	Clair de lune (from Suite bergamasque)	Joe Loss and His Band	Begin the Beguine	Jan Peerce	Kol Nidrei	Chubby Checker	Let's Twist Again	Ruggero Leoncavallo	Vesti la giubba (from Pagliacci)	Joe Loss & His Orchestra	In the Mood
Eva Bartok		https://www.bbc.co.uk/programmes/p009y5f8	Eva Bartok	The Little Prince by Antoine de Saint-Exupery	Painting materials	I Believe by Frankie Laine	Roy Plomley	1963-06-10	13:40	Franz Liszt	Hungarian Rhapsody No. 2	Ludwig van Beethoven	Symphony No. 9 in D minor 'Choral'	Magyari Imre and his Hungarian Gypsy Orchestra	Hungarian Airs	Los Macarenos	Sevillanas de triana	George Gershwin	Summertime (from Porgy & Bess)	Johann Sebastian Bach	Brandenburg Concerto No. 3 in G major	Ludwig van Beethoven	Symphony No. 7 in A major	Frankie Laine	I Believe
Barry Bucknell		https://www.bbc.co.uk/programmes/p009y5fq	Barry Bucknell	Anthology of world poetry	Toilet set	Violin Concerto in D Major by Ludwig van Beethoven	Roy Plomley	1963-06-03	13:40	Cleo Laine	Waiting for Johnny to Come Home	Johann Sebastian Bach	Toccata and Fugue in D Minor, BWV 565	Paul Robeson	Mah Lindy Lou	Maurice Ravel	Introduction and Allegro	Red Banner Song & Dance Ensemble	Nightingale, Don't Wake the Soldiers	Henry Purcell/A. Coates	Rondeau	Bill's Blues	Russo Suite No 2 (Opus 8)	Ludwig van Beethoven	Violin Concerto in D Major
Birgit Nilsson		https://www.bbc.co.uk/programmes/p009y5g4	Birgit Nilsson	The Second World War by Sir Winston Churchill	Swedish crossword puzzles	Liebestod (from Tristan und Isolde) by Richard Wagner	Roy Plomley	1963-05-27	13:40	Carl Maria von Weber	Leise, leise, fromme Weise (from Der Freischütz)	Franz Schubert	Die Forelle (The Trout), D550	Birgit Nilsson	I Could Have Danced All Night	Giacomo Puccini	Nessun dorma	Edvard Grieg	I love but thee (Jeg elsker dig), Op. 5/3		Act 3 Love Duet (from Siegfried)	Richard Strauss	Salome		Liebestod (from Tristan und Isolde)
Rowland Emett		https://www.bbc.co.uk/programmes/p009y5g7	Rowland Emett	The Anatomy of Melancholy by Robert Burton	Daughter's teddy bear	Quartet No 8 in E Minor (Opus 59 No 2) by Ludwig van Beethoven	Roy Plomley	1963-05-20	13:40	Wolfgang Amadeus Mozart	Oboe Concerto in C major	Franz Schubert	Die Forelle (The Trout), D550	Johannes Brahms	Symphony No. 2 in D major	Sergey Rachmaninov	Piano Concerto No. 2 in C minor	Johann Sebastian Bach	Brandenburg Concerto No. 5 In D major	Ludwig van Beethoven	String Quartet No. 8 In E minor, Op. 59/2 'Rasumovsky'	Elton Hayes	The Owl and the Pussycat	George Frideric Handel	Arrival of the Queen of Sheba (from Solomon)
Frank Worrell		https://www.bbc.co.uk/programmes/p009y5gb	Frank Worrell	Work on anthropology by Max Gluckman	Film projector and cricket films	Skylark by Bing Crosby	Roy Plomley	1963-05-13	13:40	Victor Silvester & The Silver Strings Orchestra	Manhattan	Mighty Sparrow	Federation		Skylark	Vera Lynn	(There'll Be Bluebirds Over) The White Cliffs of Dover	The Mantovani Orchestra	April in Portugal	Peter Jackson	Waltzing Matilda	Frank Sinatra	It Happened in Monterey	Reg Owen & His Orchestra	Londonderry Air (Danny Boy)
Professor L Dudley Stamp		https://www.bbc.co.uk/programmes/p009y5gf	Professor L Dudley Stamp	Everyman's Encyclopaedia	Wine	Hallelujah Chorus (from Messiah) by George Frideric Handel	Roy Plomley	1963-05-06	13:40	Sir Harry Lauder	The Wedding Of Sandy McNab	Erna Sack	Il Bacio	Johann Strauss II	The Blue Danube		Waltz in E flat major, Op. 18	Edvard Grieg	Morning (from Peer Gynt Suite No. 1)	Muriel Smith	Bali Ha'i	Ralph Vaughan Williams	Fantasia on Greensleeves	George Frideric Handel	Hallelujah Chorus (from Messiah)
George Chisholm		https://www.bbc.co.uk/programmes/p009y5gj	George Chisholm	Anthology of humour	Trombone and hair restorer	Don't Tell a Man about His Woman by Jack Teagarden	Roy Plomley	1963-04-29	13:40	Bobby Hackett	The Boy Next Door	Claude Debussy	Arabesque No. 1	Louis Armstrong & His Orchestra	Thanks a Million	Wolfgang Amadeus Mozart	Horn Concerto No. 4 In E flat major	Spike Milligan	The Sewers of the Strand	Ella Fitzgerald	I Got Rhythm	Jack Teagarden	Don't Tell a Man about His Woman	Antonín Dvořák	Humoresque in G flat major, Op. 101/7
